bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors,condition,price
3,1.75,1880,5752,940,1.0,4,412000
3,1.0,1150,5000,0,1.0,3,717000
3,1.0,1320,7076,0,1.0,4,425000
4,2.0,1640,7200,820,1.0,5,299999
3,2.0,1470,7694,0,1.0,4,254000
3,1.0,900,10511,0,1.0,4,178500
3,1.75,1510,3600,280,1.0,5,800000
3,1.0,1440,5623,720,1.0,4,420000
2,1.0,1380,9251,0,1.0,3,319900
2,1.5,1150,7552,0,1.0,3,350000
6,2.75,3610,17580,1540,1.0,5,968000
3,2.0,1250,1306,0,3.0,3,491000
3,2.5,3510,9824,0,2.0,3,948000
3,2.5,2260,9577,560,2.0,3,900000
3,1.75,2840,9800,1420,1.0,4,270000
3,1.5,1430,7347,610,1.0,3,198000
2,1.0,1420,21158,0,1.0,3,250000
4,2.5,2120,3720,0,2.0,3,615000
3,2.5,2080,7749,0,2.0,3,550000
2,2.5,1370,3438,0,2.0,3,190000
4,2.25,1900,11171,620,1.0,3,629000
3,1.75,1660,8301,0,1.0,5,434000
3,1.0,1310,4163,0,1.0,4,415885
3,2.5,1840,3035,920,1.0,3,550000
1,0.75,1040,6034,460,1.0,3,272000
3,2.5,2610,35000,0,2.0,3,665000
3,2.0,1990,7405,0,1.0,5,510000
3,2.0,3080,17700,1340,1.0,4,530000
3,1.0,1200,16000,0,1.0,3,355000
4,1.0,1250,9102,0,1.0,3,255000
4,2.75,2640,9000,0,2.0,3,790000
5,1.75,1790,9335,0,2.0,5,695000
2,2.0,1140,8400,0,1.0,2,255000
3,2.25,1790,5794,410,1.5,3,410000
4,2.75,1910,16532,490,1.0,4,650000
4,1.75,1530,3615,0,1.5,4,675000
2,2.5,1050,1029,100,2.0,3,332888
3,1.75,1730,6900,600,1.0,4,300000
4,1.5,1100,11824,0,1.0,4,320000
5,2.25,2100,10726,1050,1.0,4,342500
4,2.5,2800,72309,0,2.0,3,752875
5,3.5,5000,26540,1590,2.0,3,1730000
1,0.5,880,1642,380,1.0,3,255000
3,2.5,1470,9337,0,2.0,3,244000
5,3.25,3950,11438,520,2.0,3,1420000
3,1.0,980,12812,0,1.0,3,218000
4,1.0,2180,10617,0,1.5,3,359000
4,2.75,3040,13559,0,2.0,3,840000
5,3.75,4130,226076,960,2.0,3,900000
4,1.75,1850,65340,0,1.5,4,205000
3,2.5,1600,7295,0,2.0,2,205000
2,1.5,2070,5432,700,2.0,3,500000
4,2.5,3180,5405,0,2.0,3,510000
6,4.25,6900,244716,2080,2.0,4,1135000
4,2.25,2640,3000,560,2.0,3,1545000
3,1.5,1920,61014,0,1.0,3,210000
3,1.75,2030,32565,430,1.0,3,597500
2,1.0,1140,101529,0,1.5,3,400000
3,1.0,1660,6992,400,1.0,5,412000
2,1.5,1390,1756,0,3.0,3,299950
4,3.0,2490,4325,800,1.5,3,1081000
4,2.5,2550,8824,0,2.0,3,422500
3,2.0,1270,10227,0,1.0,4,410000
4,3.25,2980,7000,840,2.0,3,1400000
3,2.0,1470,8000,0,1.0,4,245000
4,3.0,3550,12327,1370,1.5,4,720000
2,1.0,780,7200,0,1.0,2,315000
2,2.5,1390,1302,0,2.0,3,191950
4,2.5,2440,5001,0,2.0,3,455000
3,1.5,1260,3135,0,1.5,3,523000
3,2.25,1640,4420,0,2.0,4,250000
3,3.0,1670,4120,530,1.5,3,294000
3,2.25,2380,6000,340,1.0,3,490000
4,1.0,1030,5750,0,1.0,3,310000
3,1.5,1560,10489,0,1.0,5,265000
4,1.75,1640,10500,630,1.0,4,402000
2,2.5,2200,188200,0,1.0,3,705000
4,2.5,3190,7941,0,2.0,3,589450
3,1.5,1200,8404,0,1.0,3,219950
3,2.25,2250,5301,740,2.0,4,750000
2,1.75,1960,6000,980,1.0,4,478000
3,1.0,1250,7015,0,1.0,3,170000
4,2.25,2640,31941,0,1.0,4,489950
2,2.25,2460,16940,530,1.5,4,1370000
3,2.5,1700,7000,0,2.0,3,319950
2,1.0,840,4200,0,1.0,3,208417
4,2.0,1900,5100,950,1.0,3,410000
4,2.75,2160,4205,1080,1.0,3,590000
3,1.75,1610,10229,0,1.0,5,648000
3,2.5,1720,6194,0,2.0,3,255000
4,2.75,2190,3267,0,2.0,3,465000
4,1.75,3020,10714,1510,1.0,5,622000
3,1.75,1980,9800,0,1.0,3,306000
3,2.5,1880,5500,0,2.0,4,617000
3,1.75,1610,6480,0,1.0,4,438750
4,3.0,3260,4500,960,2.0,3,1280000
5,3.25,3970,8029,1000,2.0,3,995000
4,2.5,4570,74487,0,2.0,5,1580000
5,2.75,2620,5500,910,1.5,3,635000
3,1.0,1180,9000,0,1.0,4,215000
3,2.5,1365,1090,50,3.0,3,530000
2,1.0,720,4125,0,1.0,4,295000
3,2.25,1350,6775,420,1.0,3,245000
6,2.5,3060,17112,1530,1.0,4,400000
3,2.75,1850,8820,0,2.0,4,303000
3,1.75,1320,9675,0,1.5,4,330000
3,1.75,1990,13000,0,2.0,3,700000
1,1.0,610,4400,0,1.0,3,126000
4,1.0,2500,35802,0,1.5,3,850000
3,2.0,1440,7425,0,1.0,4,405000
6,4.5,2750,4400,980,2.0,3,869900
3,1.75,1790,6775,0,1.0,3,485000
2,2.0,1050,1173,330,2.0,3,400000
3,2.5,1780,4650,0,2.0,3,299950
4,2.5,2200,9099,0,2.0,3,585000
4,2.0,1720,5413,250,2.0,3,495000
5,4.5,5840,17168,1270,2.0,3,2200000
3,2.25,1520,14080,0,2.0,3,447000
3,1.0,1320,9239,0,1.0,4,206000
3,1.0,1070,4600,120,1.0,3,500000
4,2.5,1990,5511,0,2.0,3,302500
4,4.25,4980,13000,1900,2.0,3,1250000
2,1.0,890,5423,0,1.0,3,391000
3,2.0,1440,5457,0,2.0,3,250000
4,2.5,2440,5350,0,2.0,3,435000
4,2.25,1800,14722,360,1.0,3,160000
5,3.0,2260,6508,930,1.0,3,451000
2,1.0,810,7158,0,1.0,5,206000
4,2.75,2240,5400,700,2.0,4,590000
3,2.5,4560,17622,760,2.0,4,695000
3,1.5,1550,40752,0,1.0,5,350000
5,3.5,3180,4628,760,2.0,3,1236300
6,2.25,2950,11200,1250,1.0,4,395000
5,3.0,2190,9652,0,2.0,3,419000
2,2.0,1570,4665,0,1.0,3,592350
5,3.25,3420,5669,800,2.0,3,855000
4,2.5,2420,7200,0,2.0,3,771000
3,2.25,1570,43350,0,1.0,4,325000
5,3.25,3680,6060,1050,2.0,5,1850000
4,1.75,1910,6731,700,1.0,4,545000
3,1.75,1780,5175,790,1.0,4,615000
2,1.0,2160,7439,860,1.0,4,625500
3,1.5,1460,15000,0,1.0,3,232000
3,1.5,1370,7439,0,1.0,4,168000
3,1.5,1370,7439,0,1.0,4,238000
3,2.5,1500,7401,0,2.0,3,260000
3,1.75,1210,7500,0,1.0,3,460000
3,2.5,2850,11535,1170,1.0,3,900000
3,1.0,1090,8280,0,1.0,3,289950
3,1.75,1450,5858,0,1.0,4,265000
4,2.25,1820,20349,480,1.0,5,465000
3,1.5,1320,7201,0,1.0,3,370000
2,1.5,1670,9880,0,1.0,4,240000
4,2.0,1440,5911,0,1.0,5,232000
3,1.0,980,7560,0,1.0,3,237502
4,3.5,4340,5500,1490,2.0,3,1280000
4,2.25,2860,11545,1430,1.0,4,957000
3,1.5,1140,4875,0,1.0,5,218000
3,1.5,1120,8366,0,1.0,3,205000
3,3.25,1460,1592,330,2.0,3,350000
4,2.5,2050,5787,0,2.0,3,256000
3,1.0,1250,7654,250,1.0,3,275000
4,2.5,2520,9604,0,2.0,3,372000
3,3.25,2580,9825,820,1.5,4,688888
2,1.0,1200,24792,0,2.0,2,170000
5,2.25,2140,7910,1070,1.0,3,530000
4,3.25,3440,7661,0,2.0,3,905000
4,2.5,1800,5070,720,1.0,5,365000
4,2.5,1790,10584,500,1.0,4,312000
2,1.75,1250,7680,0,1.0,3,400000
2,2.0,800,5765,0,1.0,4,278750
3,2.0,1410,11995,0,1.0,4,510000
2,2.25,1330,806,0,3.0,3,527700
4,2.75,2890,4000,700,1.5,4,740000
4,2.5,2550,17209,0,2.0,3,512000
5,2.5,2880,8216,0,2.0,3,362000
3,1.0,660,6600,0,1.0,4,225000
3,2.25,1470,4322,0,2.0,3,491500
4,1.75,1700,10230,380,1.0,3,429950
3,1.0,1040,9800,0,1.0,4,375000
2,1.0,880,4000,0,1.0,4,199400
4,2.5,2490,9346,0,2.0,3,364900
3,1.5,1210,7560,0,1.0,3,324950
5,2.0,2080,4000,1040,1.0,4,467000
3,1.0,1380,5400,0,1.0,4,380000
3,2.25,1620,10850,0,1.0,3,250000
4,1.0,1680,4021,0,1.5,3,700000
3,1.0,1330,9620,0,1.0,5,206990
3,1.75,1730,3400,760,1.0,5,670000
2,1.0,790,6969,0,1.0,3,315000
3,2.5,2240,7500,0,2.0,3,319950
3,1.5,1500,8272,0,1.0,4,419000
3,2.0,1800,11419,0,1.0,3,205000
4,2.5,1980,4745,0,2.0,3,335000
3,1.75,1340,5100,0,1.0,3,397000
2,1.0,750,2020,0,1.0,3,370000
4,2.25,1790,9920,620,1.0,4,330000
4,3.5,5490,14300,2580,1.0,3,1785000
3,2.0,1940,16300,800,1.0,3,399000
4,1.75,2670,189486,0,2.0,3,400000
3,2.0,1220,6404,0,1.0,3,249900
3,1.5,1310,3880,220,1.0,3,717000
4,2.5,1930,8336,0,2.0,3,319000
4,3.0,2100,3800,0,2.0,3,635000
3,1.0,1180,7573,0,1.0,4,355000
5,3.25,4320,32840,0,2.0,3,1600000
4,1.75,3140,12519,820,1.0,3,585000
3,2.0,2320,7800,1160,1.0,4,320000
3,1.75,2110,10200,0,2.0,4,305495
4,2.0,1790,14690,120,1.0,4,240000
5,2.5,1740,8750,0,1.0,4,199950
4,3.25,3820,8114,0,2.0,3,1620000
3,3.5,2050,21744,300,2.0,4,770000
4,2.25,1680,3179,0,2.0,3,255000
4,2.25,1930,8925,0,1.0,4,289000
4,3.0,3760,8804,1290,2.0,3,494500
3,2.25,2370,9619,720,1.0,4,746000
4,3.0,2120,13000,0,2.0,4,385000
4,2.5,2370,10513,0,2.0,4,688100
4,2.5,2350,3150,660,1.5,4,870300
3,1.0,1180,8474,0,1.5,3,310000
3,2.5,2270,5654,0,2.0,3,500000
3,2.25,1830,7770,430,1.0,4,255000
3,2.75,3910,7080,1940,1.0,5,1475000
3,1.0,890,9465,0,1.0,3,154500
3,2.25,1820,8058,560,1.0,3,425000
4,2.5,2440,7491,0,2.0,4,700000
2,1.0,1110,3943,370,1.0,5,410500
3,2.0,1870,7080,660,1.0,4,432000
3,1.5,1240,4080,0,1.5,3,530000
3,2.0,1560,8640,0,1.0,5,465000
3,2.5,1910,5600,0,2.0,3,498688
3,1.0,2200,21450,600,1.0,4,573500
4,2.75,2530,13474,0,2.0,4,349900
3,1.0,1130,12519,0,1.0,3,220000
2,1.0,820,6771,0,1.0,4,260000
2,1.0,960,4000,0,1.0,3,290000
4,1.5,1980,3240,200,1.5,4,615000
4,3.5,3370,5638,1120,2.0,3,730000
4,3.25,7420,167869,0,2.0,3,1950000
3,2.25,1800,10500,0,2.0,3,332500
5,3.5,3990,10120,1170,2.0,3,650000
4,2.5,4070,7800,680,3.0,4,1400000
4,1.75,1640,7194,160,1.5,4,465000
4,3.25,3730,11820,1270,2.0,3,690000
3,1.75,1220,7004,0,1.0,5,289900
3,3.5,3490,4000,920,2.0,3,1620000
3,2.5,1730,4286,0,2.0,3,339950
4,2.75,3430,8000,0,1.5,4,367999
4,2.5,2320,10079,0,2.0,3,380000
3,1.75,2030,17100,0,1.0,4,440000
5,4.0,4850,36450,0,2.0,3,975000
3,1.5,1340,13560,0,1.0,3,309500
3,1.0,1130,8201,0,1.0,5,350000
2,2.0,1180,2521,0,2.0,3,215000
2,1.0,910,6000,0,1.0,3,254000
3,1.75,1630,4275,0,1.5,3,567000
2,1.0,710,1173,0,2.0,4,402000
4,1.0,1520,80150,0,1.0,2,365000
4,2.5,2820,8408,0,2.0,3,625000
4,1.75,1970,5160,0,1.5,3,432000
5,3.0,2240,19090,540,1.0,4,335500
2,1.75,1860,5940,840,1.0,5,672500
4,1.0,1780,4310,0,1.5,5,336000
4,2.5,1788,10183,0,2.0,4,294400
3,2.5,1880,3054,0,2.0,3,541900
3,1.75,2300,11400,780,1.0,4,505000
3,2.5,1610,6176,0,2.0,3,255000
6,2.5,2270,11970,800,1.0,3,435000
2,1.75,1230,3600,0,1.5,5,636000
4,3.5,3420,33106,0,2.0,3,655000
3,1.5,1670,6988,300,1.0,3,280500
2,1.0,1120,6141,220,1.0,3,520000
4,2.5,2580,5476,0,2.0,3,354000
5,2.75,3847,17654,1548,1.0,5,810000
4,2.5,3630,42884,1330,1.5,3,400000
4,2.75,3580,12000,1740,1.0,3,879900
5,4.0,4050,11358,1270,2.0,4,1288000
3,3.5,3240,23522,1110,2.0,3,902500
3,1.75,1540,8400,0,1.5,3,900000
4,2.5,2550,7200,0,2.0,3,419500
4,2.0,2340,6000,1070,1.0,5,685000
4,2.5,2320,4524,0,2.0,3,429950
4,2.5,1640,6000,0,2.0,3,464950
2,1.0,910,9000,0,1.0,4,239900
4,3.25,2550,11524,0,2.0,3,406250
4,2.5,2660,8027,0,2.0,3,447000
3,2.5,1480,14250,0,2.0,3,466800
4,2.5,2810,11560,1070,1.0,5,674000
1,1.0,830,3200,0,1.0,3,525000
3,2.75,3510,92347,0,2.0,3,674950
3,2.5,2480,4950,0,2.0,3,374900
4,3.0,3720,5000,1000,2.5,5,1443917
3,2.25,2150,9250,0,2.0,3,559500
3,2.5,2370,7875,0,2.0,3,522500
5,2.5,4310,28008,0,2.0,3,1130000
5,2.75,2990,7420,0,2.0,3,498500
4,1.0,1350,4000,0,1.5,3,571000
2,2.0,2370,217800,770,1.5,3,543000
3,2.0,1410,10248,0,1.0,3,271920
2,1.0,1170,8254,0,1.0,2,104950
4,2.5,1800,4500,0,2.0,3,485500
4,2.75,3650,6982,1120,2.0,4,1210000
3,1.75,1490,8357,0,1.0,4,260250
4,2.5,3610,13292,0,2.0,3,875909
4,1.75,2050,94525,800,1.0,4,455000
3,1.0,1092,7500,0,1.5,3,309000
4,2.25,2010,7688,840,1.0,3,229000
3,2.0,1680,7900,0,2.0,4,250000
4,2.0,2510,38141,0,1.0,3,600000
4,2.5,2280,65836,0,2.0,3,535000
3,2.5,2510,5186,0,2.0,3,571000
5,2.75,3190,16920,1500,1.0,3,1030000
4,3.25,4690,14930,1010,2.0,3,600000
3,2.25,1850,12000,550,1.0,4,469500
4,3.0,4160,13170,1120,2.0,3,1150000
4,1.5,2220,4000,250,1.5,3,785000
3,2.5,2870,13695,0,2.0,3,872750
4,2.75,3950,10214,1900,1.0,3,900000
2,1.75,1740,6620,0,1.5,3,350000
5,3.0,4780,20440,1120,1.0,4,2575000
4,2.5,3160,39960,0,1.0,3,940000
5,1.75,1990,27810,0,1.0,3,185000
4,3.5,3920,37122,0,2.0,3,850000
3,1.0,960,15273,0,1.0,4,201000
2,1.5,1540,6549,0,2.0,3,499000
4,2.5,1970,5190,0,2.0,3,315000
3,2.5,1880,4668,0,2.0,3,509950
3,2.75,2000,6405,740,1.0,3,286300
3,2.5,1990,8325,680,2.0,4,590000
4,1.0,1400,9384,0,1.5,4,325000
4,2.5,3190,27806,0,2.0,3,625000
3,1.5,1000,6914,0,1.0,3,378000
3,1.75,1670,6900,500,1.0,3,239950
4,2.0,2100,4500,1040,1.0,5,550000
2,1.0,1010,6180,0,1.0,3,325000
4,2.5,2030,3905,400,1.5,4,831000
3,1.0,1090,10296,0,1.0,4,249000
4,1.75,2440,16730,1050,1.0,3,484000
4,3.0,2500,6278,0,2.0,3,395000
4,2.5,3420,7462,0,2.0,3,839900
4,2.5,2850,11000,0,2.0,3,760000
4,1.5,2030,3300,500,1.5,4,750000
5,3.75,4590,11265,1140,2.0,4,3000000
3,2.5,2230,5800,0,2.0,3,440000
2,1.75,1810,7523,640,1.0,3,501000
6,4.5,4000,7500,0,2.0,3,739000
3,1.75,1490,16200,0,1.0,5,685650
4,4.5,4225,284011,0,2.0,4,1005000
4,1.75,2120,4000,200,1.5,4,980000
3,1.5,1030,7184,0,1.0,4,275000
4,1.75,2310,8045,660,1.0,4,319950
3,2.25,1830,7943,0,2.0,3,448500
5,2.0,2120,137565,0,1.5,3,437000
4,1.5,2500,9448,1250,1.0,4,330000
3,2.5,2470,7700,0,2.0,4,365000
2,1.0,940,7700,0,1.0,4,329000
5,2.75,3260,11700,1630,1.0,3,681500
3,2.25,1660,10140,290,1.0,4,566000
4,3.0,4370,217882,0,2.0,3,897500
3,2.5,2620,9112,0,2.0,3,738000
3,1.75,1500,7800,0,1.0,3,185000
2,1.0,910,7200,80,1.0,4,445000
3,1.75,1430,4920,0,1.0,2,175000
2,1.0,900,8556,140,1.0,3,315000
4,1.75,1250,7400,0,1.0,5,445000
5,3.0,3850,14990,1560,1.0,4,1400000
4,2.5,3450,35100,0,2.0,3,832500
4,3.5,3950,12320,0,2.0,3,771150
4,1.5,1950,12559,0,1.5,3,225000
3,2.5,1700,6396,0,2.0,3,389950
3,2.5,2370,6082,0,2.0,3,435000
3,1.75,1600,2538,0,2.0,3,845000
4,1.75,4060,5500,1400,2.0,5,1300000
3,2.25,1322,1796,235,2.0,3,350000
3,1.75,1140,10400,0,1.0,4,250000
2,1.5,1280,2096,200,2.0,3,370000
4,2.5,3080,4553,0,2.5,3,750000
2,1.75,1210,3000,300,1.0,5,439950
4,1.75,1950,10219,0,1.0,3,395000
4,1.0,1450,6820,0,1.5,3,375000
3,2.25,1590,7748,0,2.0,4,263000
3,1.0,1240,9198,0,1.5,4,185000
3,1.0,1440,54315,650,1.0,3,500000
4,2.5,3470,10045,0,2.0,3,920000
7,3.75,5100,21802,1460,2.0,3,936000
3,1.75,2430,12757,1090,1.0,4,1500000
3,2.25,2420,7200,1000,1.0,3,1100000
3,2.5,1510,10875,360,1.0,3,247000
3,1.0,1200,5525,0,1.0,2,289500
3,2.5,2240,6396,0,2.0,3,432500
3,1.75,1870,4320,900,1.0,4,680000
3,1.0,1110,6000,0,1.5,5,589000
4,2.0,3210,8400,1170,1.5,5,756450
3,1.75,2090,8910,860,1.0,3,536650
3,2.25,1320,1800,0,2.0,3,540000
3,1.75,1340,3850,0,1.0,4,385000
3,1.0,1020,6120,0,1.0,3,485000
3,2.0,1220,17652,0,1.0,4,240000
3,2.0,1220,17652,0,1.0,4,415500
3,2.0,1390,2688,0,1.5,5,550000
4,2.0,2970,5400,0,2.5,4,1260000
2,2.0,1440,213008,0,2.0,4,430000
2,1.75,1550,4257,720,1.0,3,415000
4,2.5,1904,8200,0,2.0,5,365000
4,1.5,1400,8500,0,2.0,3,257000
3,2.5,2140,3821,0,2.0,3,420000
3,1.75,1320,9450,0,1.0,5,338995
3,1.75,2620,8280,1290,1.0,4,615000
4,0.5,2300,5570,0,2.0,3,312500
4,2.5,2000,5684,0,2.0,3,513000
4,2.75,2960,5040,750,2.0,3,857500
3,2.75,2700,22343,0,1.5,4,1060000
3,1.75,1740,9500,590,1.0,4,585000
2,2.5,1770,4950,0,1.0,3,350500
3,2.0,1290,9312,0,1.0,3,215000
4,2.0,1450,8400,0,1.5,4,440000
3,2.25,1420,7800,290,1.0,4,270000
3,0.75,1330,7020,0,1.0,5,385000
3,1.75,1760,4125,0,1.5,4,688500
3,1.75,2010,4905,780,1.0,5,700000
5,2.0,2560,14467,1280,1.0,3,585000
2,1.5,1260,2625,0,2.0,4,401000
4,2.25,2420,7725,530,1.0,4,655000
3,1.0,1010,5400,0,1.0,3,317000
4,2.5,1770,8155,0,1.5,4,500000
2,1.0,890,6350,0,1.0,3,314963
3,1.5,1670,5060,0,2.0,5,715000
3,2.25,1360,9600,0,2.0,3,280000
3,2.5,2120,9736,0,2.0,3,531000
3,2.5,1910,4488,0,2.0,3,617000
4,1.0,1480,7560,0,1.5,3,440000
3,1.0,1090,10114,0,1.0,4,140000
4,1.75,1670,13125,0,1.0,5,661000
4,1.75,1670,13125,0,1.0,5,697000
5,2.75,3650,13297,900,2.0,5,1195000
4,2.0,1970,3515,940,1.0,5,535000
2,2.0,1320,3060,0,1.5,4,404500
3,1.0,1710,5110,610,1.0,3,396500
3,2.25,1740,9488,560,1.0,4,450000
3,3.25,2200,2400,460,2.0,3,605000
3,2.0,2010,4320,0,2.0,3,699000
3,3.0,3910,19023,0,2.0,3,805000
1,0.75,470,15000,0,1.0,3,156000
4,2.5,2330,7064,550,1.0,4,595000
3,1.75,1930,7200,0,1.5,3,285000
4,2.5,3270,6055,0,2.0,3,725000
3,2.5,1650,5000,0,2.0,3,216300
4,2.75,2220,8450,960,1.0,4,410000
2,1.75,2470,4600,1330,1.0,4,597000
3,1.0,1300,9300,0,1.0,4,325000
5,2.75,2530,9375,1000,1.0,5,355000
3,1.5,2400,8215,1200,1.0,3,338000
4,2.25,1500,5393,0,2.0,3,210000
4,1.75,1700,9000,0,1.0,3,423000
4,1.5,2120,8554,950,1.0,4,249500
4,2.5,2240,5105,0,2.0,4,325000
3,1.75,1540,8223,470,1.0,4,257000
3,1.75,1890,100623,0,1.0,3,550000
3,1.0,1260,9638,0,2.0,4,490000
2,1.5,1160,3838,0,2.0,3,299000
2,1.0,1300,39639,0,1.0,4,295000
4,2.5,3220,14463,0,2.0,3,630000
4,1.5,2020,8474,1010,1.0,5,320000
4,2.5,2990,8640,890,1.0,5,1110000
4,1.0,1420,6458,0,1.0,4,398000
3,1.0,1020,7874,0,1.0,3,218000
4,2.75,2400,104108,0,2.0,3,590000
5,3.0,3640,8239,1100,2.0,3,1595000
2,2.25,1550,1824,0,2.0,3,348500
2,2.0,1870,4751,0,1.0,3,592500
3,2.5,2340,5957,0,2.0,3,505000
5,4.25,3350,3600,1090,2.0,3,1430000
3,1.0,1710,5000,570,1.0,5,502000
2,2.0,1180,9265,0,1.0,3,257500
3,1.5,1600,7500,0,1.0,3,405000
3,1.75,1300,5111,0,1.0,4,427000
3,1.5,1040,9997,0,1.0,4,290000
3,1.0,1220,7695,0,1.0,3,222000
3,2.5,2240,6097,0,2.0,3,315000
3,1.5,1420,4500,0,1.0,3,371000
3,1.75,1580,6620,0,1.0,3,279900
3,1.5,2390,23522,500,1.0,2,250000
4,2.25,2260,29930,860,2.0,4,599000
3,1.75,1890,93218,0,1.0,4,267300
2,1.75,1830,7200,760,1.0,4,585000
3,1.75,1000,8268,0,1.0,3,350000
3,1.75,2180,7700,700,1.0,3,506000
6,2.0,2320,210830,0,2.0,4,400000
3,1.0,840,4495,0,1.0,3,151100
3,1.0,840,4495,0,1.0,3,251000
4,2.25,2350,8140,920,1.0,4,555000
3,1.75,2040,273556,0,1.0,3,467500
4,2.5,2370,30378,0,2.0,3,479000
5,2.0,1590,9350,530,1.0,5,247000
3,1.0,1380,10875,0,1.0,3,299500
4,1.5,1940,8970,670,1.5,3,306888
4,2.5,3320,244807,0,2.0,3,675000
2,1.0,1090,5265,0,1.5,4,577000
3,1.5,1650,9936,560,1.0,3,219950
3,1.5,1110,5500,0,1.0,3,375000
4,2.5,2110,6820,580,1.0,5,650000
3,3.0,1850,5000,0,1.5,2,975000
1,1.0,600,3720,0,1.0,3,229000
5,2.5,2760,4000,1030,1.5,3,575000
4,1.75,2970,14880,1410,1.0,5,815000
3,1.75,2300,43560,950,1.0,4,525000
3,2.5,2030,2805,310,2.0,3,471000
4,1.75,2160,4333,900,1.0,4,450000
3,2.0,1650,6150,0,2.0,4,590000
4,2.5,3140,7260,940,2.0,3,744000
4,2.25,2690,36114,0,2.0,4,460000
5,2.5,1940,9389,650,1.0,4,299000
4,1.0,1220,5120,0,1.5,5,231000
3,1.0,1300,9600,0,1.0,4,195000
3,1.75,1660,11500,530,1.0,3,305000
4,1.5,3390,6200,860,2.0,4,895000
4,1.5,2310,13300,420,1.0,3,1110000
2,1.0,950,7954,0,1.0,4,339000
4,3.75,2400,3520,1030,1.0,3,885000
3,1.0,1780,5236,730,1.5,5,375000
4,1.5,1280,7400,0,1.0,3,367400
4,2.0,1930,5398,500,1.0,3,700000
5,2.25,2560,10360,690,1.0,4,667000
2,1.0,920,5250,0,1.0,4,200000
3,2.5,1900,18414,0,2.0,3,552775
3,2.0,2270,148975,1000,1.0,4,452000
3,2.5,2080,16050,720,1.0,5,418000
3,1.75,1460,10128,0,1.0,3,601500
3,1.75,1670,39639,0,1.0,4,600000
4,2.5,2810,6481,0,2.0,3,340000
3,2.5,2370,6752,0,2.0,3,310000
2,1.75,1700,18000,0,1.0,3,290000
2,1.0,1630,9255,0,1.0,3,438000
4,2.75,2930,4408,1270,1.0,5,718000
2,1.0,860,6600,0,1.0,5,200000
3,2.0,1980,12150,0,1.0,3,479900
3,2.5,2080,7877,0,2.0,3,400000
3,1.0,1060,10042,0,1.0,4,219950
3,2.5,1590,3381,0,2.0,3,300000
3,2.25,1980,8775,690,1.0,3,437000
4,2.0,1720,7210,860,1.0,3,350000
4,1.75,1350,9293,0,1.0,4,626000
3,2.5,2080,12032,0,2.0,3,490000
3,2.5,2090,4700,0,2.0,3,289000
3,2.5,2030,5100,0,2.0,3,595000
3,2.25,2680,41804,0,1.0,3,676000
3,1.75,1820,8028,600,1.0,3,389000
3,2.0,1300,5000,0,1.0,4,240000
4,2.5,2210,7079,0,2.0,3,382500
3,2.0,1400,7293,0,1.0,4,511555
3,1.75,2040,4125,500,1.5,4,710500
3,2.5,2420,49928,560,2.0,3,429000
4,1.75,1920,7500,0,1.0,4,170000
4,3.25,3860,17820,1230,1.0,4,2135000
5,2.75,2760,7200,1330,1.0,3,480000
4,3.75,3450,8395,810,2.0,4,1665000
3,1.0,1040,6535,0,1.0,3,225000
3,1.75,2220,7224,180,1.0,3,615000
4,2.5,2470,385506,0,2.0,3,438950
3,1.75,1300,9856,0,1.0,4,242000
3,2.5,1960,9686,500,1.0,3,560000
3,1.5,2040,3960,0,2.0,5,857500
4,2.5,3030,7864,0,2.0,3,685000
4,3.0,2260,7336,0,2.0,4,486000
3,2.5,2670,10338,0,2.0,3,749000
3,2.5,1520,6298,0,2.0,3,260000
3,1.75,3610,8502,1000,1.5,3,1015000
3,1.75,1130,5111,200,1.0,4,565000
3,2.0,1480,2502,0,2.0,3,355000
5,2.0,3540,9970,0,2.0,3,775000
4,2.25,2100,7305,1050,1.0,4,335000
5,4.0,3366,7800,400,2.5,3,1300000
3,1.75,1810,3000,0,1.5,4,545000
3,1.75,1680,4240,0,1.5,4,540000
3,1.75,2450,9377,910,1.0,4,687500
1,2.0,1150,9812,0,1.0,4,115000
1,2.0,1150,9812,0,1.0,4,227000
4,2.5,3240,7621,0,2.0,3,870000
4,2.5,3480,12164,0,1.5,4,1190000
4,2.5,2800,5000,0,2.0,3,375000
3,2.75,3240,7200,1620,1.0,3,902000
2,1.5,1480,7276,540,1.0,4,269500
3,1.0,1700,4750,500,1.5,4,570000
2,1.0,1240,7590,200,1.0,4,359950
4,3.5,3720,8301,840,2.0,3,1450000
3,2.5,1910,3427,0,2.0,3,615000
4,2.0,2120,8701,0,1.5,4,250000
4,2.5,3020,6788,0,2.0,3,530000
3,2.0,2250,222156,0,1.0,3,474950
4,2.0,1650,6480,0,2.0,5,490000
2,1.5,880,1157,0,2.0,3,210000
3,1.0,1860,9225,0,1.0,3,265500
5,3.25,3840,4800,1090,3.0,3,1462497
4,2.25,2192,12128,0,2.0,3,310000
3,2.5,1590,4108,0,2.0,3,324500
4,4.75,3700,11000,1860,1.0,4,599000
4,2.5,3670,9958,0,2.0,3,525000
3,1.0,1630,10304,0,1.0,5,400000
3,3.0,4230,54977,450,2.0,3,887500
2,1.0,1060,3325,290,1.5,4,344000
3,2.5,2700,7434,0,2.0,3,525000
3,2.25,2110,8000,0,2.0,3,385000
