JobTitle,BasePay,OvertimePay,OtherPay,Year,TotalPay,TotalPayBenefits,Agency
Manager V,28060.0,0.0,0.0,2013,28060.0,37239.74,San Francisco
Employment & Training Spec 3,20522.43,0.0,9458.41,2013,29980.84,37229.23,San Francisco
Library Page,24420.81,0.0,323.1,2013,24743.91,37181.59,San Francisco
Personnel Clerk,29498.31,0.0,0.0,2013,29498.31,37172.91,San Francisco
Bldg & Grounds Patrol Officer,25216.96,0.0,1183.53,2013,26400.49,37167.65,San Francisco
Occupational Therapist,36796.81,0.0,0.0,2013,36796.81,37164.79,San Francisco
Senior Eligibility Worker,16674.0,0.0,14319.0,2013,30993.0,37163.22,San Francisco
Manager II,37155.03,0.0,0.0,2013,37155.03,37155.03,San Francisco
Manager I,23494.45,0.0,0.0,2013,23494.45,37146.24,San Francisco
Electronic Maintenance Tech,11664.0,1265.54,20431.4,2013,33360.94,37138.74,San Francisco
Senior Account Clerk,27837.0,299.11,0.0,2013,28136.11,37138.39,San Francisco
Special Nurse,30094.25,0.0,1675.35,2013,31769.6,37134.32,San Francisco
Special Nurse,30265.47,0.0,1111.13,2013,31376.6,37111.76,San Francisco
Food Service Worker,22210.17,1312.07,1177.84,2013,24700.08,37107.44,San Francisco
Volunteer/Outreach Coord,35763.44,0.0,0.0,2013,35763.44,37103.08,San Francisco
Transit Operator,25118.99,59.04,194.62,2013,25372.65,37069.53,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",30535.2,0.0,0.0,2013,30535.2,37067.17,San Francisco
Transit Supervisor,24725.1,2650.33,676.78,2013,28052.21,37057.1,San Francisco
Food Service Worker,21956.5,1110.03,1561.12,2013,24627.65,37042.82,San Francisco
Claims Investigator,24979.8,1452.55,934.85,2013,27367.2,37039.87,San Francisco
Library Page,24323.63,0.0,321.81,2013,24645.44,37035.85,San Francisco
Unit Clerk,30925.99,0.0,0.0,2013,30925.99,37035.77,San Francisco
Special Nurse,30482.11,0.0,1013.17,2013,31495.28,37035.71,San Francisco
Food Service Worker,22608.02,381.81,1714.06,2013,24703.89,37020.86,San Francisco
Auditor I,25797.04,0.0,0.0,2013,25797.04,37014.07,San Francisco
Medical Social Worker,27159.1,0.0,394.62,2013,27553.72,37006.3,San Francisco
Public Service Trainee,30171.55,0.0,0.0,2013,30171.55,36996.1,San Francisco
Admin Hearing Examiner,36978.49,0.0,0.0,2013,36978.49,36978.49,San Francisco
Carpenter,22896.02,2461.5,4943.38,2013,30300.9,36978.1,San Francisco
Fire Alarm Dispatcher,25886.23,1044.73,1705.74,2013,28636.7,36963.93,San Francisco
Food Service Worker,20004.35,4331.64,1052.22,2013,25388.21,36948.92,San Francisco
Welder,19609.6,11754.27,1960.96,2013,33324.83,36944.39,San Francisco
Nurse Practitioner,28959.59,7258.8,355.43,2013,36573.82,36939.56,San Francisco
Special Nurse,31071.69,828.13,2123.12,2013,34022.94,36921.55,San Francisco
Environmental Service Worker,22293.37,320.62,505.48,2013,23119.47,36880.81,San Francisco
Employment & Training Spec 3,36499.8,0.0,0.0,2013,36499.8,36864.8,San Francisco
Special Nurse,34375.63,1563.41,534.12,2013,36473.16,36837.9,San Francisco
Library Page,23194.97,0.0,540.59,2013,23735.56,36834.64,San Francisco
Clinical Psychologist,25272.0,0.0,3574.04,2013,28846.04,36805.42,San Francisco
Special Nurse,29095.24,0.0,2249.81,2013,31345.05,36802.18,San Francisco
ASR-Office Assistant,26122.36,0.0,0.0,2013,26122.36,36785.25,San Francisco
Nurse Practitioner,28087.58,0.0,1311.95,2013,29399.53,36768.59,San Francisco
Swimming Instr/Pool Lifeguard,24609.99,0.0,523.75,2013,25133.74,36756.39,San Francisco
Senior Eligibility Worker,25011.01,0.0,2387.97,2013,27398.98,36745.84,San Francisco
Stationary Engineer,23747.19,911.3,3116.11,2013,27774.6,36734.77,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",33341.07,414.13,0.0,2013,33755.2,36717.69,San Francisco
Senior Social Worker,17172.0,0.0,13256.6,2013,30428.6,36713.47,San Francisco
Assistant Storekeeper,24929.36,1455.22,0.0,2013,26384.58,36696.2,San Francisco
"Electrl Trnst Mech, Asst Sprv",36128.96,0.0,550.0,2013,36678.96,36678.96,San Francisco
Librarian 1,25293.86,0.0,383.04,2013,25676.9,36631.29,San Francisco
Special Nurse,29112.2,0.0,2056.65,2013,31168.85,36630.81,San Francisco
Central Processing & Dist Tech,24175.8,271.97,1568.77,2013,26016.54,36621.67,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",31577.86,0.0,0.0,2013,31577.86,36611.84,San Francisco
Porter,20380.0,2734.69,3890.83,2013,27005.52,36602.26,San Francisco
Secretary 1,24984.35,51.5,0.0,2013,25035.85,36601.33,San Francisco
Special Nurse,31054.87,0.0,5177.5,2013,36232.37,36594.7,San Francisco
Principal Clerk,26185.6,0.0,235.2,2013,26420.8,36585.12,San Francisco
Social Worker,28733.33,0.0,1816.85,2013,30550.18,36567.64,San Francisco
Assistant Retirement Analyst,35693.15,0.0,0.0,2013,35693.15,36559.21,San Francisco
Diagnostic Imaging Tech II,27485.58,0.0,2773.31,2013,30258.89,36554.37,San Francisco
Firefighter,25134.91,1067.5,249.24,2013,26451.65,36548.8,San Francisco
Firefighter,25134.91,1067.5,249.24,2013,26451.65,36548.8,San Francisco
Firefighter,25134.91,1067.5,249.24,2013,26451.65,36548.8,San Francisco
Personnel Clerk,24809.05,0.0,240.0,2013,25049.05,36533.9,San Francisco
Police Officer 3,36169.4,0.0,0.0,2013,36169.4,36531.13,San Francisco
PS Aide to Prof,25992.37,0.0,0.0,2013,25992.37,36527.7,San Francisco
Library Page,24043.77,0.0,250.24,2013,24294.01,36514.39,San Francisco
Firefighter,25134.91,1067.5,214.81,2013,26417.22,36514.02,San Francisco
Firefighter,25134.91,1033.06,249.24,2013,26417.21,36514.01,San Francisco
Firefighter,25134.91,1033.06,249.24,2013,26417.21,36514.01,San Francisco
Porter,26680.2,755.1,0.0,2013,27435.3,36513.55,San Francisco
Senior Legal Process Clerk,24818.45,702.6,869.23,2013,26390.28,36486.67,San Francisco
Firefighter,25134.91,1033.06,214.81,2013,26382.78,36479.24,San Francisco
Firefighter,25134.91,1033.06,214.81,2013,26382.78,36479.24,San Francisco
Firefighter,25134.91,1033.06,214.81,2013,26382.78,36479.24,San Francisco
Automotive Machinist,34660.8,1446.83,0.0,2013,36107.63,36468.72,San Francisco
Library Page,22948.38,0.0,603.06,2013,23551.44,36463.87,San Francisco
"Asst Director, Juvenile Hall",36426.68,0.0,21.44,2013,36448.12,36448.12,San Francisco
Dep Dir II,36072.59,0.0,0.0,2013,36072.59,36433.31,San Francisco
Home Health Aide,22453.15,1132.35,250.0,2013,23835.5,36430.57,San Francisco
Electronic Maintenance Tech,27070.2,601.43,76.0,2013,27747.63,36420.85,San Francisco
General Laborer,24368.64,903.93,1083.33,2013,26355.9,36412.33,San Francisco
Transit Operator,22063.69,3012.65,793.99,2013,25870.33,36337.86,San Francisco
Special Nurse,25716.6,0.0,4327.32,2013,30043.92,36302.53,San Francisco
Deputy Sheriff,,0.0,23896.77,2013,23896.77,36294.3,San Francisco
Superior Court Judge,9827.56,0.0,12918.56,2013,22746.12,36281.67,San Francisco
Custodian,29496.78,0.0,2210.59,2013,31707.37,36281.27,San Francisco
Mayoral Staff IV,24871.85,0.0,0.0,2013,24871.85,36271.01,San Francisco
Porter,26680.2,503.4,0.0,2013,27183.6,36259.34,San Francisco
Special Nurse,26376.0,0.0,4566.34,2013,30942.34,36248.49,San Francisco
Patient Care Assistant,29787.01,2056.58,2211.99,2013,34055.58,36232.43,San Francisco
Employment & Training Spec 1,25194.24,0.0,244.85,2013,25439.09,36212.54,San Francisco
Painter,33885.7,1185.53,782.0,2013,35853.23,36211.76,San Francisco
Publ Svc Aide-Asst to Prof,22487.67,0.0,0.0,2013,22487.67,36188.74,San Francisco
Special Nurse,29488.2,0.0,1436.78,2013,30924.98,36178.02,San Francisco
Senior Account Clerk,23483.0,48.45,0.0,2013,23531.45,36154.55,San Francisco
Registered Nurse,26172.43,0.0,1061.45,2013,27233.88,36148.01,San Francisco
Superior Court Judge,9827.56,0.0,12774.24,2013,22601.8,36137.35,San Francisco
Painter,33373.0,1523.57,872.0,2013,35768.57,36126.26,San Francisco
Food Service Worker,21314.25,1010.58,1546.46,2013,23871.29,36125.84,San Francisco
Special Nurse,34291.01,0.0,1456.47,2013,35747.48,36104.98,San Francisco
Special Nurse,33276.6,1313.55,1153.01,2013,35743.16,36100.59,San Francisco
Utility Plumber,14532.0,0.0,16854.4,2013,31386.4,36099.5,San Francisco
Transit Operator,26790.68,1177.72,752.31,2013,28720.71,36092.54,San Francisco
Firefighter,24855.41,1033.06,214.81,2013,26103.28,36088.63,San Francisco
Food Service Worker,19842.11,14751.73,1114.31,2013,35708.15,36065.25,San Francisco
Porter,26512.41,503.4,0.0,2013,27015.81,36039.73,San Francisco
Management Assistant,25074.0,0.0,0.0,2013,25074.0,36035.48,San Francisco
Transit Operator,23073.72,898.32,425.26,2013,24397.3,36034.49,San Francisco
Firefighter,24855.41,1033.06,162.2,2013,26050.67,36031.7,San Francisco
Transit Operator,21458.39,3981.29,143.33,2013,25583.01,36027.19,San Francisco
Special Assistant 22,,0.0,36027.0,2013,36027.0,36027.0,San Francisco
Clinical Psychologist,27229.03,0.0,120.0,2013,27349.03,36019.31,San Francisco
Porter,26494.99,503.4,0.0,2013,26998.39,36016.93,San Francisco
Transit Supervisor,16935.01,2057.6,11315.63,2013,30308.24,36016.22,San Francisco
Public Svc Aide-Public Works,26155.09,3211.61,218.35,2013,29585.05,35999.53,San Francisco
PS Aide to Prof,32517.52,111.68,0.0,2013,32629.2,35995.2,San Francisco
Porter,26418.02,503.4,0.0,2013,26921.42,35994.37,San Francisco
Food Service Worker,21570.71,633.22,1513.63,2013,23717.56,35986.26,San Francisco
Transit Operator,23337.34,967.29,606.5,2013,24911.13,35980.78,San Francisco
Planner 2,35605.7,0.0,0.0,2013,35605.7,35961.76,San Francisco
Sr Payroll & Personnel Clerk,35589.56,0.0,0.0,2013,35589.56,35945.47,San Francisco
Cashier 1,23526.4,120.45,0.0,2013,23646.85,35931.77,San Francisco
Stationary Engineer,19328.86,683.19,9973.97,2013,29986.02,35925.8,San Francisco
Truck Driver,32143.58,303.45,1603.65,2013,34050.68,35908.66,San Francisco
Food Service Worker,23206.23,0.0,749.88,2013,23956.11,35899.04,San Francisco
Eligibility Worker,24837.04,104.71,309.51,2013,25251.26,35898.68,San Francisco
Museum Guard,24928.8,0.0,170.55,2013,25099.35,35894.02,San Francisco
Library Page,23378.16,0.0,492.74,2013,23870.9,35886.15,San Francisco
Gardener,25627.89,0.0,0.0,2013,25627.89,35881.07,San Francisco
Food Service Worker,20544.65,1791.7,1460.58,2013,23796.93,35878.3,San Francisco
Patient Care Assistant,24720.81,764.7,654.22,2013,26139.73,35803.37,San Francisco
Secretary 2,25030.8,0.0,0.0,2013,25030.8,35793.45,San Francisco
Transit Operator,21727.37,1247.35,202.25,2013,23176.97,35793.2,San Francisco
Transit Planner 2,25316.55,0.0,0.0,2013,25316.55,35778.87,San Francisco
Painter,34858.38,0.0,556.75,2013,35415.13,35769.29,San Francisco
PS Aide to Prof,25340.92,181.47,0.0,2013,25522.39,35762.07,San Francisco
Psychiatric Social Worker,30336.69,0.0,0.0,2013,30336.69,35760.35,San Francisco
Librarian 1,24882.01,0.0,341.06,2013,25223.07,35759.7,San Francisco
Transit Operator,24259.54,0.0,0.0,2013,24259.54,35734.42,San Francisco
Special Nurse,29580.73,0.0,2644.37,2013,32225.1,35728.0,San Francisco
Special Nurse,28814.95,68.0,705.45,2013,29588.4,35724.83,San Francisco
Special Nurse,30801.85,0.0,115.99,2013,30917.84,35714.98,San Francisco
Special Nurse,28460.25,656.78,1061.91,2013,30178.94,35709.46,San Francisco
General Laborer,24698.93,0.0,589.86,2013,25288.79,35691.26,San Francisco
Medical Evaluations Assistant,24294.15,113.2,670.0,2013,25077.35,35684.39,San Francisco
Eligibility Worker,19940.0,4291.88,1567.52,2013,25799.4,35682.46,San Francisco
Licensed Vocational Nurse,32352.13,176.55,368.0,2013,32896.68,35670.68,San Francisco
Special Nurse,30114.02,51.76,956.67,2013,31122.45,35646.16,San Francisco
Food Service Worker,21451.94,429.56,1511.5,2013,23393.0,35639.24,San Francisco
Health Worker 1,23300.5,0.0,0.0,2013,23300.5,35637.82,San Francisco
Library Page,23207.98,0.0,553.25,2013,23761.23,35625.84,San Francisco
Deputy Probation Officer,35267.0,0.0,0.0,2013,35267.0,35619.69,San Francisco
Pr Administrative Analyst,26689.73,0.0,0.0,2013,26689.73,35611.01,San Francisco
Custodian,24247.91,0.0,412.63,2013,24660.54,35608.81,San Francisco
Locksmith,35237.26,0.0,0.0,2013,35237.26,35589.61,San Francisco
Automotive Service Worker,19700.0,1699.15,3916.0,2013,25315.15,35584.84,San Francisco
Special Nurse,28032.5,886.65,1544.01,2013,30463.16,35579.39,San Francisco
Special Nurse,24587.31,1116.9,4638.12,2013,30342.33,35563.21,San Francisco
Transit Operator,20480.08,4708.26,413.46,2013,25601.8,35550.33,San Francisco
Special Nurse,34360.44,0.0,824.02,2013,35184.46,35536.25,San Francisco
Gardener,25251.14,0.0,0.0,2013,25251.14,35497.45,San Francisco
Publ Svc Aide-Asst to Prof,22048.2,0.0,0.0,2013,22048.2,35490.03,San Francisco
Stationary Engineer,28051.2,3314.65,3893.52,2013,35259.37,35488.95,San Francisco
Public Service Trainee,24887.2,0.0,71.62,2013,24958.82,35485.3,San Francisco
Firefighter,25134.91,0.0,249.24,2013,25384.15,35470.62,San Francisco
Firefighter,25134.91,0.0,249.24,2013,25384.15,35470.62,San Francisco
Firefighter,25134.91,0.0,249.24,2013,25384.15,35470.62,San Francisco
Firefighter,25134.91,0.0,249.24,2013,25384.15,35470.62,San Francisco
Parts Storekeeper,18809.14,362.55,9358.93,2013,28530.62,35442.71,San Francisco
Manager I,35086.0,0.0,0.0,2013,35086.0,35436.86,San Francisco
Firefighter,25134.91,0.0,214.81,2013,25349.72,35435.85,San Francisco
Firefighter,25134.91,0.0,214.81,2013,25349.72,35435.85,San Francisco
Transit Planner III,35068.34,0.0,0.0,2013,35068.34,35419.03,San Francisco
Firefighter,25134.91,0.0,249.24,2013,25384.15,35414.72,San Francisco
Firefighter,25134.91,0.0,180.37,2013,25315.28,35401.06,San Francisco
Firefighter,25134.91,0.0,180.37,2013,25315.28,35401.06,San Francisco
Firefighter,25134.91,0.0,180.37,2013,25315.28,35401.06,San Francisco
Firefighter,25134.91,0.0,180.37,2013,25315.28,35401.06,San Francisco
Firefighter,25134.91,0.0,180.37,2013,25315.28,35401.06,San Francisco
Firefighter,25134.91,0.0,180.37,2013,25315.28,35401.06,San Francisco
Food Service Worker,18066.25,6189.18,1061.62,2013,25317.05,35387.2,San Francisco
"Counselor, Log Cabin Ranch",18009.76,2986.25,6725.86,2013,27721.87,35384.16,San Francisco
Senior Account Clerk,23928.0,0.0,0.0,2013,23928.0,35368.97,San Francisco
Custodian,22258.27,308.1,3137.06,2013,25703.43,35365.94,San Francisco
Health Care Analyst,24664.0,0.0,536.0,2013,25200.0,35359.15,San Francisco
Public Service Trainee,20472.81,0.0,0.0,2013,20472.81,35351.18,San Francisco
Firefighter,25134.91,0.0,180.37,2013,25315.28,35345.16,San Francisco
"Captain, (Fire Department)",,0.0,35332.78,2013,35332.78,35332.78,San Francisco
PS Aide to Prof,28439.91,0.0,0.0,2013,28439.91,35317.08,San Francisco
Construction Inspector,35314.38,0.0,0.0,2013,35314.38,35314.38,San Francisco
Transit Operator,22459.42,1552.67,616.1,2013,24628.19,35301.85,San Francisco
Library Page,22229.33,0.0,532.63,2013,22761.96,35297.0,San Francisco
Clerk,32140.0,0.0,0.0,2013,32140.0,35294.26,San Francisco
Automotive Service Worker,22157.48,409.0,3113.36,2013,25679.84,35283.2,San Francisco
Planner 1,24244.0,0.0,0.0,2013,24244.0,35272.27,San Francisco
Health Program Coordinator 2,21544.0,0.0,5684.25,2013,27228.25,35258.95,San Francisco
Special Nurse,25867.15,0.0,4331.78,2013,30198.93,35255.18,San Francisco
Library Page,23714.55,0.0,15.0,2013,23729.55,35252.34,San Francisco
Custodian,23024.83,0.0,393.02,2013,23417.85,35248.78,San Francisco
Library Page,21979.72,0.0,785.63,2013,22765.35,35240.95,San Francisco
Publ Svc Aide-Asst to Prof,24387.43,0.0,0.0,2013,24387.43,35235.75,San Francisco
Library Page,23315.07,0.0,66.97,2013,23382.04,35194.9,San Francisco
Firefighter,25134.91,0.0,0.0,2013,25134.91,35181.34,San Francisco
Automotive Service Worker,23640.0,0.0,126.5,2013,23766.5,35170.42,San Francisco
Public Service Trainee,32000.0,180.0,0.0,2013,32180.0,35169.34,San Francisco
Park Patrol Officer,17055.0,1916.41,9069.4,2013,28040.81,35162.99,San Francisco
Transit Operator,21901.48,2139.72,143.89,2013,24185.09,35161.18,San Francisco
Animal Control Officer,23468.8,1213.8,22.73,2013,24705.33,35159.79,San Francisco
Porter,26680.2,251.7,0.0,2013,26931.9,35152.35,San Francisco
Accountant III,34720.7,0.0,0.0,2013,34720.7,35152.06,San Francisco
Auditor I,24134.0,0.0,0.0,2013,24134.0,35137.34,San Francisco
Auditor I,24134.0,0.0,0.0,2013,24134.0,35137.34,San Francisco
Auditor I,24134.0,0.0,0.0,2013,24134.0,35137.34,San Francisco
Junior Clerk,28392.03,0.0,0.0,2013,28392.03,35103.69,San Francisco
Senior Account Clerk,24600.24,0.0,266.63,2013,24866.87,35090.58,San Francisco
Custodian,22668.43,0.0,1630.85,2013,24299.28,35089.95,San Francisco
Special Nurse,32414.06,1276.66,1049.97,2013,34740.69,35088.11,San Francisco
Patient Care Assistant,29994.27,2877.87,27.76,2013,32899.9,35082.34,San Francisco
Nurse Practitioner,7069.79,7627.42,20031.6,2013,34728.81,35076.1,San Francisco
Special Nurse,27262.38,0.0,2570.19,2013,29832.57,35064.58,San Francisco
Patient Care Assistant,16580.0,8859.95,263.26,2013,25703.21,35063.67,San Francisco
Food Service Worker,20273.61,3340.55,52.69,2013,23666.85,35051.77,San Francisco
Health Care Analyst,24920.0,0.0,0.0,2013,24920.0,35019.84,San Francisco
Manager VII,26296.0,0.0,683.7,2013,26979.7,34989.8,San Francisco
Nurse Practitioner,27988.95,0.0,1068.21,2013,29057.16,34972.97,San Francisco
Clinical Psychologist,29270.87,0.0,720.0,2013,29990.87,34972.77,San Francisco
Registered Nurse,9928.0,0.0,21657.68,2013,31585.68,34972.56,San Francisco
Eligibility Worker,23889.7,0.0,0.0,2013,23889.7,34971.8,San Francisco
Police Officer 3,33039.95,0.0,0.0,2013,33039.95,34956.21,San Francisco
"Counselor, Juvenile Hall SFERS",30706.47,2005.67,38.89,2013,32751.03,34955.67,San Francisco
Chef,23650.0,1473.98,347.41,2013,25471.39,34954.69,San Francisco
Registered Nurse,23293.58,3574.08,1075.32,2013,27942.98,34953.53,San Francisco
Special Nurse,30834.0,0.0,3755.5,2013,34589.5,34935.4,San Francisco
Special Nurse,30090.0,1805.4,3031.57,2013,34926.97,34926.97,San Francisco
Transit Operator,22241.87,1920.69,213.24,2013,24375.8,34914.85,San Francisco
Traffic Survey Technician,25375.38,0.0,0.0,2013,25375.38,34910.17,San Francisco
Special Nurse,26671.1,0.0,2233.71,2013,28904.81,34899.06,San Francisco
Parking Control Officer,20888.07,4488.87,532.71,2013,25909.65,34892.88,San Francisco
Planner 3,13391.0,0.0,17217.0,2013,30608.0,34866.86,San Francisco
Public Service Trainee,24408.0,0.0,5758.56,2013,30166.56,34855.38,San Francisco
Planner 3,26315.72,0.0,194.65,2013,26510.37,34851.05,San Francisco
Museum Guard,25102.87,2318.07,0.0,2013,27420.94,34839.16,San Francisco
Special Nurse,28232.77,0.0,1365.03,2013,29597.8,34838.53,San Francisco
Auditor I,23914.6,0.0,0.0,2013,23914.6,34818.84,San Francisco
Rehabilitation Svcs Coord,25545.87,0.0,0.0,2013,25545.87,34811.57,San Francisco
Firefighter,25134.91,0.0,214.81,2013,25349.72,34798.03,San Francisco
Porter,21399.0,0.0,3926.71,2013,25325.71,34771.08,San Francisco
Nurse Practitioner,28600.64,0.0,68.3,2013,28668.94,34758.4,San Francisco
Public Svc Aide-Public Works,19391.45,1315.04,76.7,2013,20783.19,34751.87,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,32348.02,0.0,0.0,2013,32348.02,34725.69,San Francisco
Transit Operator,22903.09,738.28,57.9,2013,23699.27,34724.41,San Francisco
Patient Care Assistant,16580.0,8514.56,250.0,2013,25344.56,34698.85,San Francisco
Court Reporter,24768.0,0.0,1362.15,2013,26130.15,34687.19,San Francisco
Senior Clerk Typist,22260.02,0.0,3108.47,2013,25368.49,34687.18,San Francisco
Admin Hearing Examiner,34339.94,0.0,0.0,2013,34339.94,34683.34,San Francisco
Curator 3,24210.91,0.0,2167.77,2013,26378.68,34677.3,San Francisco
Clerk,22828.92,0.0,0.0,2013,22828.92,34671.98,San Francisco
Bldg & Grounds Patrol Officer,21461.51,1433.96,1140.19,2013,24035.66,34646.27,San Francisco
Senior Comm Systems Technican,34280.13,0.0,0.0,2013,34280.13,34622.94,San Francisco
Communications Dispatcher 1,21308.3,548.83,1563.15,2013,23420.28,34603.19,San Francisco
Eligibility Worker,25959.11,0.0,0.0,2013,25959.11,34591.61,San Francisco
Inspector 3,21228.02,0.0,7476.35,2013,28704.37,34566.63,San Francisco
General Laborer,23936.82,459.16,305.17,2013,24701.15,34561.3,San Francisco
Protective Services Supervisor,21813.0,0.0,5895.56,2013,27708.56,34559.73,San Francisco
Special Nurse,27146.9,0.0,2341.41,2013,29488.31,34552.1,San Francisco
Transit Operator,26568.08,357.63,520.68,2013,27446.39,34545.72,San Francisco
Auditor I,23695.2,0.0,0.0,2013,23695.2,34500.33,San Francisco
Nursing Assistant,16179.54,1641.4,10305.98,2013,28126.92,34497.92,San Francisco
Library Page,22842.41,0.0,54.4,2013,22896.81,34480.72,San Francisco
Eng/Arch/Landscape Arch Sr,34477.2,0.0,0.0,2013,34477.2,34477.2,San Francisco
Special Nurse,5480.34,569.91,23165.24,2013,29215.49,34474.99,San Francisco
Library Page,22387.72,0.0,867.71,2013,23255.43,34467.54,San Francisco
Transit Operator,21597.73,333.32,201.96,2013,22133.01,34460.6,San Francisco
Firefighter,24446.21,0.0,204.47,2013,24650.68,34426.71,San Francisco
Transit Operator,21266.92,253.03,632.37,2013,22152.32,34422.91,San Francisco
Attorney (Civil/Criminal),26237.62,0.0,464.01,2013,26701.63,34403.47,San Francisco
Attorney (Civil/Criminal),34060.84,0.0,0.0,2013,34060.84,34401.43,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",30951.38,0.0,0.0,2013,30951.38,34392.25,San Francisco
Planner 2,34048.61,0.0,0.0,2013,34048.61,34389.11,San Francisco
Planner 2,34003.3,0.0,0.0,2013,34003.3,34343.33,San Francisco
Nurse Manager,25233.53,0.0,2232.96,2013,27466.49,34335.82,San Francisco
Special Nurse,25180.84,164.85,4014.1,2013,29359.79,34319.37,San Francisco
Special Nurse,25130.25,0.0,4188.24,2013,29318.49,34318.75,San Francisco
Urban Forestry Inspector,24894.0,0.0,0.0,2013,24894.0,34301.03,San Francisco
Environmental Service Worker,21100.8,0.0,2081.52,2013,23182.32,34290.95,San Francisco
Firefighter,24296.41,0.0,214.81,2013,24511.22,34263.99,San Francisco
Special Nurse,24562.66,0.0,4599.31,2013,29161.97,34252.87,San Francisco
Special Nurse,33909.62,0.0,0.0,2013,33909.62,34248.71,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",33115.34,0.0,0.0,2013,33115.34,34242.91,San Francisco
Registered Nurse,9495.0,1582.5,19910.44,2013,30987.94,34238.79,San Francisco
Court Reporter,34221.12,0.0,0.0,2013,34221.12,34221.12,San Francisco
Library Page,22485.11,0.0,297.49,2013,22782.6,34216.76,San Francisco
Community Police Services Aide,21147.0,843.75,1756.38,2013,23747.13,34216.76,San Francisco
Nurse Practitioner,7523.45,8948.74,17712.11,2013,34184.3,34184.3,San Francisco
Nurse Practitioner,26243.43,0.0,1856.38,2013,28099.81,34179.09,San Francisco
Food Service Worker,19751.46,1490.92,1132.2,2013,22374.58,34175.99,San Francisco
Building Inspector,25701.42,0.0,513.84,2013,26215.26,34156.37,San Francisco
Swimming Instr/Pool Lifeguard,22412.6,0.0,956.8,2013,23369.4,34120.45,San Francisco
Psychiatric Technician,22316.11,1337.37,1825.66,2013,25479.14,34103.85,San Francisco
Gardener,15840.0,10554.01,0.0,2013,26394.01,34095.93,San Francisco
Library Technical Assistant 2,23420.0,0.0,306.73,2013,23726.73,34095.2,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",28525.36,0.0,0.0,2013,28525.36,34090.77,San Francisco
PS Aide to Prof,21990.21,0.0,1088.8,2013,23079.01,34076.59,San Francisco
Dep Dir II,32664.94,0.0,1406.7,2013,34071.64,34071.64,San Francisco
Nurse Manager,27402.75,0.0,3056.14,2013,30458.89,34045.4,San Francisco
Nursery Specialist,15169.0,0.0,13281.15,2013,28450.15,34039.74,San Francisco
Community Police Services Aide,21147.0,414.39,1991.87,2013,23553.26,34037.02,San Francisco
Transit Fare Inspector,20330.0,1826.73,1382.4,2013,23539.13,34011.32,San Francisco
Transit Operator,20040.56,3501.25,165.34,2013,23707.15,33995.12,San Francisco
Porter,20136.0,1300.02,1061.45,2013,22497.47,33979.68,San Francisco
Transit Operator,20990.78,1659.22,648.58,2013,23298.58,33961.01,San Francisco
Police Officer 2,17936.0,2110.7,8634.89,2013,28681.59,33949.17,San Francisco
Transit Operator,19898.68,1949.08,2731.08,2013,24578.84,33941.08,San Francisco
Community Police Services Aide,21147.0,1299.43,1149.95,2013,23596.38,33935.21,San Francisco
Special Nurse,33814.56,0.0,119.78,2013,33934.34,33934.34,San Francisco
Transit Fare Inspector,21350.02,1977.65,181.47,2013,23509.14,33922.71,San Francisco
Community Police Services Aide,21147.0,1425.94,1025.05,2013,23597.99,33910.2,San Francisco
Lighting Fixture Maint Worker,19313.5,0.0,5876.13,2013,25189.63,33906.93,San Francisco
Special Nurse,28510.28,0.0,425.04,2013,28935.32,33906.6,San Francisco
Occupational Therapist,32153.07,0.0,0.0,2013,32153.07,33902.31,San Francisco
Librarian 1,25007.32,0.0,871.42,2013,25878.74,33896.51,San Francisco
Special Nurse,31779.17,823.65,947.16,2013,33549.98,33885.45,San Francisco
Library Page,21906.39,0.0,654.02,2013,22560.41,33842.74,San Francisco
Junior Management Assistant,23194.51,103.55,0.0,2013,23298.06,33833.5,San Francisco
Painter,20118.0,431.1,5758.32,2013,26307.42,33822.83,San Francisco
Planner 2,33487.52,0.0,0.0,2013,33487.52,33822.4,San Francisco
Special Nurse,24404.0,0.0,4254.42,2013,28658.42,33787.54,San Francisco
Senior Eligibility Worker,16615.29,156.32,10915.22,2013,27686.83,33780.42,San Francisco
Secretary 2,23814.54,0.0,240.0,2013,24054.54,33770.6,San Francisco
Community Police Services Aide,20945.6,1611.4,990.83,2013,23547.83,33759.17,San Francisco
Special Nurse,29164.45,0.0,4530.56,2013,33695.01,33757.3,San Francisco
PS Aide Health Services,19664.47,0.0,2463.28,2013,22127.75,33745.78,San Francisco
Protective Services Worker,21919.91,0.0,4021.55,2013,25941.46,33741.5,San Francisco
Special Nurse,29110.2,0.0,4291.28,2013,33401.48,33735.49,San Francisco
Executive Secretary 2,24345.81,0.0,0.0,2013,24345.81,33729.84,San Francisco
Asphalt Worker,30734.6,188.64,1544.4,2013,32467.64,33712.18,San Francisco
Auditor I,23132.99,0.0,0.0,2013,23132.99,33684.18,San Francisco
